,Page,Formatted_content,Processed_content,keywords
416,23,documentation. Return to Table of Contents,documentation . Return Table Contents,"['documentation return table', 'return table contents', 'return table', 'documentation return', 'table contents', 'table', 'documentation', 'contents', 'return']"
417,24,Effective 10/15/2023K. Legal Process and Requests for Information,Effective 10/15/2023K . Legal Process Requests Information,"['2023k legal process', 'legal process requests', 'legal process', '2023k legal', 'process requests information', 'process requests', 'requests information', '2023k', '15 2023k legal', 'effective 10 15']"
418,24,"“Legal Process” means any document that appears to have the force of law regarding restricting, holding or paying out funds from your account, including a garnishment, attachment, execution, levy or similar order. You acknowledge and agree that Legal Process served on us may instruct us to take certain actions with respect to your account, which may create potential liability or other risks to us if we fail to take any action directed by the Legal Process. You agree that it is your responsibility to consult with an attorney and/or to initiate, or participate in, legal proceedings related to the Legal Process if you do not believe ","“ Legal Process ” mean document appears force law regarding restricting , holding paying fund account , including garnishment , attachment , execution , levy similar order . acknowledge agree Legal Process served u may instruct u take certain action respect account , may create potential liability risk u fail take action directed Legal Process . agree responsibility consult attorney and/or initiate , participate , legal proceeding related Legal Process believe","['legal process mean', 'legal process', 'legal process believe', 'related legal process', 'directed legal process', 'legal process agree', 'garnishment attachment execution', 'legal proceeding related', 'agree legal process', 'legal proceeding']"
419,24,"that the Legal Process is valid; otherwise dispute any issue related to the Legal Process, and/or seek to claim any additional exemption of funds related to the Legal ","Legal Process valid ; otherwise dispute issue related Legal Process , and/or seek claim additional exemption fund related Legal","['process valid dispute', 'legal process valid', 'legal process seek', 'related legal process', 'legal process', 'issue related legal', 'valid dispute issue', 'process seek claim', 'fund related legal', 'exemption fund related']"
420,24,"Process not otherwise applied by us. You further agree that we will have no obligation to initiate any legal proceedings, or seek clari ﬁcation, of any kind regarding any ","Process otherwise applied u . agree obligation initiate legal proceeding , seek clari ﬁcation , kind regarding","['initiate legal proceeding', 'legal proceeding seek', 'proceeding seek clari', 'legal proceeding', 'obligation initiate legal', 'process applied agree', 'applied agree obligation', 'proceeding seek', 'agree obligation initiate', 'initiate legal']"
421,24,"issue related to Legal Process. If you fail to properly seek or obtain judicial relief related to Legal Process within the deadlines provided for in the Legal Process or by applicable law, you acknowledge and agree that we will continue to comply with the Legal Process, including paying out all funds as directed by the Legal Process. We do not have to determine whether the legal process was validly issued or enforceable; and we will have no liability for any action we take as directed by the Legal Process or otherwise permitted by this agreement. If a hold is in effect, we will continue to charge any applicable fees even though the account cannot be closed. We also may remove your Overdraft Protection if a hold is ","issue related Legal Process . fail properly seek obtain judicial relief related Legal Process within deadline provided Legal Process applicable law , acknowledge agree continue comply Legal Process , including paying fund directed Legal Process . determine whether legal process validly issued enforceable ; liability action take directed Legal Process otherwise permitted agreement . hold effect , continue charge applicable fee even though account closed . also may remove Overdraft Protection hold","['legal process applicable', 'related legal process', 'provided legal process', 'legal process fail', 'legal process', 'issue related legal', 'comply legal process', 'overdraft protection hold', 'legal process including', 'determine legal process']"
422,24,"placed, but you may ask us to relink your accounts after the hold is removed. As permitted by law, we will deduct from your balance a Legal Processing Fee or costs and expenses we incur in complying with the order, or both. You will be liable to us for any loss, cost or expense (including attorneys’ fees that we incur) resulting from our compliance with any Legal Process or any related ","placed , may ask u relink account hold removed . permitted law , deduct balance Legal Processing Fee cost expense incur complying order , . liable u loss , cost expense ( including attorney ’ fee incur ) resulting compliance Legal Process related","['relink account hold', 'account hold removed', 'account hold', 'hold removed permitted', 'law deduct balance', 'complying order liable', 'order liable', 'complying order', 'legal process related', 'incur complying order']"
423,24,litigation. L. Abandoned Property,litigation . L. Abandoned Property,"['litigation abandoned property', 'abandoned property', 'litigation abandoned', 'litigation', 'property', 'abandoned']"
424,24,"If any of your accounts are closed, we will return any balance, less any fees, claims, setoffs or other amounts if the balance is greater than $1, and we may transfer this balance from the closed account to any other open account with at least one common owner. Funds that cannot be returned or transferred may be considered abandoned under state law, and each state has laws that govern when we are required to send a customer’s funds to the state. M. English Language – Other Language Preferences","account closed , return balance , le fee , claim , setoff amount balance greater $ 1 , may transfer balance closed account open account least one common owner . Funds returned transferred may considered abandoned state law , state law govern required send customer ’ fund state . M. English Language – Language Preferences","['account closed return', 'balance closed account', 'closed return balance', 'transfer balance closed', 'returned transferred considered', 'closed account open', 'funds returned transferred', 'transferred considered abandoned', 'transfer balance', 'closed account']"
425,24,"The terms of this agreement and the products and services we provide are governed by the English language. As a courtesy, we make some of our forms, disclosures and documents, including this agreement, available in languages other than English. However, many important bank documents, and some products and services related to this account, are provided only in English. If there is any difference in meaning between the English and non-English version of any of our documents, the English version applies and is available upon request. N. Referrals","term agreement product service provide governed English language . courtesy , make form , disclosure document , including agreement , available language English . However , many important bank document , product service related account , provided English . difference meaning English non-English version document , English version applies available upon request . N. Referrals","['agreement available language', 'term agreement product', 'term agreement', 'document english version', 'english version document', 'available language english', 'agreement product service', 'version document english', 'provided english difference', 'available language']"
426,24,"If you request it, our employees may at times provide contact information about third parties, such as lawyers, accountants, or contractors who offer products or services to the public. Some of these third parties may be our customers. We provide this information only as a courtesy and convenience to you and the third party, but in some cases we may be compensated for a referral. We do not make any warranties or representations about the third parties or their products or services. If you choose to do business with any third party, that decision is yours alone, and we are not responsible for the third party’s performance or to help resolve any dispute between you and the third party. Our employees may also receive compensation when you purchase a Chase product based on their referral. O. Special Provisions for Pass-Through Accounts","request , employee may time provide contact information third party , lawyer , accountant , contractor offer product service public . third party may customer . provide information courtesy convenience third party , case may compensated referral . make warranty representation third party product service . choose business third party , decision alone , responsible third party ’ performance help resolve dispute third party . employee may also receive compensation purchase Chase product based referral . . Special Provisions Pass-Through Accounts","['compensated referral', 'warranty representation party', 'compensated referral make', 'referral make warranty', 'party customer provide', 'customer provide information', 'customer provide', 'referral special provisions', 'case compensated referral', 'make warranty representation']"
427,24,"If you have opened a deposit account on behalf of the bene ﬁcial owner(s) of the funds in the account (for example as a trustee, agent, nominee, guardian, executor, ","opened deposit account behalf bene ﬁcial owner ( ) fund account ( example trustee , agent , nominee , guardian , executor ,","['deposit account behalf', 'account example trustee', 'account behalf bene', 'account behalf', 'owner fund account', 'example trustee', 'opened deposit account', 'fund account', 'example trustee agent', 'deposit account']"
428,24,"custodian or funds held in some other capacity for the bene ﬁt of others), those bene ﬁcial owners may be eligible for “pass-through” insurance from the FDIC. This ","custodian fund held capacity bene ﬁt others ) , bene ﬁcial owner may eligible “ pass-through ” insurance FDIC .","['custodian fund held', 'custodian fund', 'insurance fdic', 'fdic', 'pass insurance fdic', 'fund held', 'fund held capacity', 'ﬁcial owner eligible', 'ﬁcial owner', 'bene ﬁcial owner']"
429,24,"means the account could qualify for more than the standard maximum deposit insurance amount (currently $250,000 per depositor in the same ownership capacity). If the account has transactional features, you as the account holder must be able to provide a record of the interests of the bene ﬁcial owner(s) in accordance with the ","mean account could qualify standard maximum deposit insurance amount ( currently $ 250,000 per depositor ownership capacity ) . account transactional feature , account holder must able provide record interest bene ﬁcial owner ( ) accordance","['maximum deposit insurance', 'deposit insurance currently', 'deposit insurance', 'standard maximum deposit', 'mean account qualify', 'depositor ownership capacity', 'account qualify standard', 'maximum deposit', 'account qualify', '000 depositor ownership']"
430,24,FDIC’s requirements as speci ﬁed below. The FDIC has published a guide that describes the process to follow and the information you will need to provide in the event ,FDIC ’ requirement speci ﬁed . FDIC published guide describes process follow information need provide event,"['fdic requirement speci', 'fdic requirement', 'fdic published guide', 'ﬁed fdic published', 'fdic', 'fdic published', 'speci ﬁed fdic', 'ﬁed fdic', 'guide describes process', 'requirement speci']"
431,24,"Chase fails. That information can be accessed on the FDIC’s website at www.fdic.gov/deposit/deposits/brokers/part-370-appendix.html . In addition, the FDIC published an Addendum to the guide, section VIII, which is a good resource to understand the FDIC’s alternative recordkeeping requirements ","Chase fails . information accessed FDIC ’ website www.fdic.gov/deposit/deposits/brokers/part-370-appendix.html . addition , FDIC published Addendum guide , section VIII , good resource understand FDIC ’ alternative recordkeeping requirement","['fdic alternative recordkeeping', 'chase fails information', 'www fdic gov', 'fdic gov', 'fdic', 'fdic alternative', 'fdic website www', 'fdic website', 'resource understand fdic', 'fdic published addendum']"
432,24,"for pass-through insurance. The Addendum sets forth the expectations of the FDIC for pass-through insurance coverage of any deposit accounts, including those with ","pass-through insurance . Addendum set forth expectation FDIC pass-through insurance coverage deposit account , including","['fdic pass insurance', 'coverage deposit account', 'expectation fdic pass', 'coverage deposit', 'insurance coverage deposit', 'expectation fdic', 'forth expectation fdic', 'fdic pass', 'fdic', 'pass insurance addendum']"
433,24,"transactional features. The Addendum will provide information regarding the records you keep on the bene ﬁcial owners of the funds, identifying information for those ","transactional feature . Addendum provide information regarding record keep bene ﬁcial owner fund , identifying information","['transactional feature addendum', 'transactional feature', 'feature addendum provide', 'feature addendum', 'addendum provide information', 'information regarding record', 'fund identifying information', 'ﬁcial owner fund', 'transactional', 'owner fund identifying']"
434,24,"owners, and the format in which to provide the records to the FDIC upon bank failure. You must be able to provide this information in a timely manner in order to receive payment for the insured amount of pass-through deposit insurance coverage as soon as possible. You will have an opportunity to validate the capability to deliver the required information in the appropriate format so that a timely calculation of deposit insurance coverage can be made; further instructions relating to this opportunity will be communicated at a later time. You agree to cooperate fully with us and the FDIC in connection with determining the insured status of funds in such accounts at any time. In the event of a bank failure, ","owner , format provide record FDIC upon bank failure . must able provide information timely manner order receive payment insured amount pass-through deposit insurance coverage soon possible . opportunity validate capability deliver required information appropriate format timely calculation deposit insurance coverage made ; instruction relating opportunity communicated later time . agree cooperate fully u FDIC connection determining insured status fund account time . event bank failure ,","['fdic bank failure', 'provide record fdic', 'cooperate fully fdic', 'fdic bank', 'deposit insurance coverage', 'deposit insurance', 'fdic', 'fdic connection', 'record fdic bank', 'fdic connection determining']"
435,24,"you agree to provide the FDIC with the information described above in the required format within 24 hours of a bank failure. As soon as a receiver is appointed, a hold will be placed on your account and that hold will not be released until the FDIC determines that you have provided the necessary data to enable the FDIC to calculate the deposit insurance. You understand and agree that your failure to provide the necessary data to the FDIC may result in a delay in receipt of insured funds and may ","agree provide FDIC information described required format within 24 hour bank failure . soon receiver appointed , hold placed account hold released FDIC determines provided necessary data enable FDIC calculate deposit insurance . understand agree failure provide necessary data FDIC may result delay receipt insured fund may","['fdic information', 'fdic determines provided', 'provide fdic information', 'fdic information described', 'provide fdic', 'agree provide fdic', 'fdic calculate deposit', 'fdic result', 'fdic determines', 'necessary data fdic']"
436,24,"result in legal claims against you from the bene ﬁcial owners of the funds in the account. If you do not provide the required data, your account may be held or frozen ","result legal claim bene ﬁcial owner fund account . provide required data , account may held frozen","['legal claim bene', 'fund account provide', 'result legal claim', 'owner fund account', 'legal claim', 'claim bene ﬁcial', 'account held', 'claim bene', 'ﬁcial owner fund', 'account held frozen']"
437,24,"until the information is received, which will cause a delay when the bene ﬁcial owners could receive funds. Despite other provisions in this agreement, this section ","information received , cause delay bene ﬁcial owner could receive fund . Despite provision agreement , section","['fund despite provision', 'despite provision agreement', 'receive fund despite', 'information received cause', 'provision agreement section', 'provision agreement', 'receive fund', 'owner receive fund', 'ﬁcial owner receive', 'despite provision']"
438,24,"survives after a receiver is appointed for us, and the FDIC is considered a third party bene ﬁciary of this section. P. Sub-accountsFor accounting purposes, all checking accounts consist of two sub-accounts: 1) a transaction sub-account where all deposits, withdrawals and fees are posted, and 2) a savings holding sub-account, where balances above a certain level are transferred daily. Funds will be retransferred to your transaction sub-account to meet your transactional needs; however, all balances in the holding sub-account will be transferred to the transaction sub-account with the sixth transfer in any calendar month or monthly statement period. Both sub-accounts are treated as a single account for purposes of your deposits and withdrawals, earning interest, access and information, tax reporting, fees, etc. Return to Table of Contents","survives receiver appointed u , FDIC considered third party bene ﬁciary section . P. Sub-accountsFor accounting purpose , checking account consist two sub-accounts : 1 ) transaction sub-account deposit , withdrawal fee posted , 2 ) saving holding sub-account , balance certain level transferred daily . Funds retransferred transaction sub-account meet transactional need ; however , balance holding sub-account transferred transaction sub-account sixth transfer calendar month monthly statement period . sub-accounts treated single account purpose deposit withdrawal , earning interest , access information , tax reporting , fee , etc . Return Table Contents","['receiver appointed fdic', 'fdic', 'sub account deposit', 'checking account consist', 'fdic considered', 'sub accounts transaction', 'transaction sub account', 'sub accountsfor accounting', 'accounts transaction sub', 'section sub accountsfor']"
439,25,Effective 10/15/2023Q. Permitted Time for Filing a Lawsuit,Effective 10/15/2023Q . Permitted Time Filing Lawsuit,"['time filing lawsuit', 'permitted time filing', '2023q permitted time', 'time filing', 'filing lawsuit', 'effective 10 15', 'permitted time', '2023q permitted', 'lawsuit', '2023q']"
440,25,"You must ﬁle any lawsuit or arbitration against us within two years after the cause of action arises, unless federal or state law or an applicable agreement provides for a ","must ﬁle lawsuit arbitration u within two year cause action arises , unless federal state law applicable agreement provides","['ﬁle lawsuit arbitration', 'lawsuit arbitration', 'lawsuit arbitration year', 'arbitration year cause', 'ﬁle lawsuit', 'lawsuit', 'arbitration', 'applicable agreement', 'law applicable agreement', 'arbitration year']"
441,25,shorter time. This limit is in addition to limits on notice as a condition to making a claim. If applicable state law does not permit contractual shortening of the time during ,shorter time . limit addition limit notice condition making claim . applicable state law permit contractual shortening time,"['contractual shortening time', 'shorter time limit', 'contractual shortening', 'permit contractual shortening', 'time limit addition', 'shorter time', 'time limit', 'condition making claim', 'limit notice', 'shortening time']"
442,25,"which a lawsuit must be ﬁled to a period as short as two years, you and we agree to the shortest permitted time under that state’s laws. We abide by federal and applicable state record retention laws and may dispose of any records that we retained or preserved for the period set forth in these laws. Any ","lawsuit must ﬁled period short two year , agree shortest permitted time state ’ law . abide federal applicable state record retention law may dispose record retained preserved period set forth law .","['law dispose record', 'record retention law', 'retention law dispose', 'state record retention', 'retention law', 'dispose record retained', 'record retained', 'record retention', 'lawsuit ﬁled period', 'state record']"
443,25,"action against us must be brought within the period that the law requires us to preserve records, unless applicable law or this agreement provides a shorter limitation period. Any action against us on an automatically renewable CD must be brought within the time that the law requires us to preserve records based on the stated maturity date in the most recent record of the CD. R. Location of Legal Proceedings","action u must brought within period law requires u preserve record , unless applicable law agreement provides shorter limitation period . action u automatically renewable CD must brought within time law requires u preserve record based stated maturity date recent record CD . R. Location Legal Proceedings","['requires preserve record', 'preserve record', 'preserve record based', 'limitation period action', 'law requires preserve', 'automatically renewable cd', 'preserve record unless', 'action automatically renewable', 'limitation period', 'time law requires']"
444,25,"If you ﬁle any lawsuit or other legal proceeding against us that is connected in any way to your accounts or services, you agree to do so in an appropriate court in  ","ﬁle lawsuit legal proceeding u connected way account service , agree appropriate court","['ﬁle lawsuit legal', 'way account service', 'account service agree', 'lawsuit legal', 'account service', 'ﬁle lawsuit', 'connected way account', 'lawsuit', 'way account', 'account']"
445,25,"the state where your account is located. If we ﬁle any lawsuit or legal proceeding that is connected in any way to your accounts or services, you consent to jurisdiction ","state account located . ﬁle lawsuit legal proceeding connected way account service , consent jurisdiction","['state account located', 'state account', 'located ﬁle lawsuit', 'account located ﬁle', 'service consent jurisdiction', 'lawsuit legal proceeding', 'jurisdiction', 'account service consent', 'account located', 'legal proceeding']"
446,25,"and venue in an appropriate court in the state where your account is located. If either party chooses to have disputes resolved by arbitration, the section  ","venue appropriate court state account located . either party chooses dispute resolved arbitration , section","['arbitration section', 'resolved arbitration section', 'dispute resolved arbitration', 'resolved arbitration', 'appropriate court state', 'court state account', 'venue appropriate court', 'arbitration', 'court state', 'appropriate court']"
447,25,Arbitration; Resolving Disputes  ,Arbitration ; Resolving Disputes,"['arbitration resolving disputes', 'arbitration resolving', 'resolving disputes', 'arbitration', 'disputes', 'resolving']"
448,25,governs the process and location of the arbitration proceedings. S. Pre-judgment Interest Rate,governs process location arbitration proceeding . S. Pre-judgment Interest Rate,"['location arbitration proceeding', 'arbitration proceeding pre', 'process location arbitration', 'arbitration proceeding', 'location arbitration', 'proceeding pre judgment', 'pre judgment rate', 'arbitration', 'judgment rate', 'pre judgment']"
449,25,"If either you or we are awarded a judgment against the other in connection with your account, the rate of interest earned before judgment on the judgment amount will be the rate of interest the account earned during that period unless state law requires a different rate. If the account is not interest-bearing, the rate will be the lowest generally available rate for a personal interest-bearing checking account. T. Assignment of Agreement and Successors","either awarded judgment connection account , rate interest earned judgment judgment amount rate interest account earned period unless state law requires different rate . account interest-bearing , rate lowest generally available rate personal interest-bearing checking account . T. Assignment Agreement Successors","['judgment connection account', 'awarded judgment connection', 'judgment rate account', 'account assignment agreement', 'rate account bearing', 'rate earned judgment', 'account bearing rate', 'account bearing', 'awarded judgment', 'bearing checking account']"
450,25,"This agreement will be binding on your personal representative, executors, administrators and successors, and on our successors and assigns. You may not assign, transfer or grant a security interest in your account to anyone other than us without our written consent. No assignment will be valid or binding on ","agreement binding personal representative , executor , administrator successor , successor assigns . may assign , transfer grant security interest account anyone u without written consent . assignment valid binding","['agreement binding personal', 'agreement binding', 'executor administrator successor', 'representative executor administrator', 'personal representative executor', 'successor assigns', 'representative executor', 'binding personal representative', 'consent assignment valid', 'administrator successor successor']"
451,25,"us, and we will not be considered to have knowledge of it, until we consent and note the assignment in our records. However, by noting the assignment, we do not have any responsibility to assure that the assignment is valid. Any permitted assignment of your account is subject to our setoff rights. U. No Waiver","u , considered knowledge , consent note assignment record . However , noting assignment , responsibility assure assignment valid . permitted assignment account subject setoff right . U . Waiver","['consent note assignment', 'permitted assignment', 'permitted assignment account', 'valid permitted assignment', 'assignment record', 'knowledge consent note', 'assignment account', 'assignment valid permitted', 'consent note', 'assignment account subject']"
452,25,"If we fail to exercise any right, that does not mean that we waive that right or any other right, and we may still enforce all of our rights in the future. V. Employee Retirement Income Security Act (ERISA)","fail exercise right , mean waive right right , may still enforce right future . V. Employee Retirement Income Security Act ( ERISA )","['security act erisa', 'act erisa', 'exercise right', 'exercise right mean', 'fail exercise right', 'enforce right', 'income security act', 'fail exercise', 'security act', 'mean waive right']"
453,25,"You agree that any account you opened on or after July 1, 2013, is not a quali ﬁed employer-sponsored retirement or welfare bene ﬁt plan and: I.  The assets in the account are not part of a pension, pro ﬁt sharing or other employee bene ﬁt plan subject to ERISA (each, an “ERISA Plan”), or any other ","agree account opened July 1 , 2013 , quali ﬁed employer-sponsored retirement welfare bene ﬁt plan : . asset account part pension , pro ﬁt sharing employee bene ﬁt plan subject ERISA ( , “ ERISA Plan ” ) ,","['plan subject erisa', 'erisa plan', 'employer sponsored retirement', 'account pension pro', 'account pension', 'erisa erisa plan', 'employee bene', 'employee bene ﬁt', 'asset account pension', 'retirement welfare bene']"
454,25,"substantially similar state, local or foreign law,","substantially similar state , local foreign law ,","['local foreign law', 'foreign law', 'substantially similar state', 'similar state local', 'state local foreign', 'similar state', 'state local', 'law', 'substantially similar', 'local foreign']"
455,25,"II. The assets in the account are not part of any entity whose underlying assets include “Plan assets” by reason of any ERISA Plan’s investment in the entity, or","II . asset account part entity whose underlying asset include “ Plan asset ” reason ERISA Plan ’ investment entity ,","['asset reason erisa', 'asset account entity', 'plan asset reason', 'plan investment entity', 'plan asset', 'ii asset account', 'include plan asset', 'asset account', 'erisa plan investment', 'investment entity']"
456,25,III. You are not investing “Plan assets” of any ERISA Plan into any such account. We may request additional information in connection with this representation. X. Arbitration; Resolving Disputes,III . investing “ Plan asset ” ERISA Plan account . may request additional information connection representation . X . Arbitration ; Resolving Disputes,"['plan asset erisa', 'asset erisa plan', 'erisa plan account', 'erisa plan', 'asset erisa', 'plan asset', 'investing plan asset', 'plan account request', 'plan account', 'iii investing plan']"
457,25,"You and we agree that upon the election of either of us, any claims or disputes (as de ﬁned below) will be resolved by binding arbitration as discussed below, and not ","agree upon election either u , claim dispute ( de ﬁned ) resolved binding arbitration discussed ,","['resolved binding arbitration', 'election claim dispute', 'dispute ﬁned resolved', 'claim dispute ﬁned', 'binding arbitration discussed', 'arbitration discussed', 'election claim', 'binding arbitration', 'claim dispute', 'dispute']"
458,25,"through litigation in any court (except for matters in small claims court).This arbitration agreement is entered into pursuant to the Federal Arbitration Act, 9 U.S.C. §§ 1-16 (“FAA”).YOU HAVE A RIGHT TO OPT OUT OF THIS AGREEMENT TO ARBITRATE, AS DISCUSSED BELOW. UNLESS YOU OPT OUT OF ARBITRATION, YOU AND WE ARE WAIVING THE ","litigation court ( except matter small claim court ) .This arbitration agreement entered pursuant Federal Arbitration Act , 9 U.S.C . §§ 1-16 ( “ FAA ” ) .YOU RIGHT OPT AGREEMENT ARBITRATE , DISCUSSED . UNLESS OPT ARBITRATION , WAIVING","['court arbitration', 'court arbitration agreement', 'arbitration agreement', 'federal arbitration', 'claim court arbitration', 'pursuant federal arbitration', 'federal arbitration act', 'arbitration', 'arbitration act', 'arbitration agreement entered']"
459,25,"RIGHT TO HAVE OUR DISPUTE HEARD BEFORE A JUDGE OR JURY, OR OTHERWISE TO BE DECIDED BY A COURT OR GOVERNMENT TRIBUNAL, AND YOU AND WE ARE ALSO WAIVING ANY ABILITY TO ASSERT OR PARTICIPATE IN A CLASS, REPRESENTATIVE, OR CONSOLIDATED PROCEEDING, WHETHER IN COURT OR IN ARBITRATION. ALL DISPUTES, EXCEPT AS STATED BELOW, MUST BE RESOLVED BY BINDING ARBITRATION WHEN EITHER YOU OR WE REQUEST IT. What claims or disputes are subject to arbitration?Claims or disputes between you and us about your deposit account, transactions involving your deposit account, and any related service or agreement with us are ","RIGHT DISPUTE HEARD JUDGE JURY , OTHERWISE DECIDED COURT GOVERNMENT TRIBUNAL , ALSO WAIVING ABILITY ASSERT PARTICIPATE CLASS , REPRESENTATIVE , CONSOLIDATED PROCEEDING , WHETHER COURT ARBITRATION . DISPUTES , EXCEPT STATED , MUST RESOLVED BINDING ARBITRATION EITHER REQUEST . claim dispute subject arbitration ? Claims dispute u deposit account , transaction involving deposit account , related service agreement u","['dispute subject arbitration', 'subject arbitration claims', 'arbitration claims dispute', 'proceeding court arbitration', 'court arbitration disputes', 'arbitration claims', 'subject arbitration', 'arbitration disputes stated', 'arbitration disputes', 'arbitration request claim']"
460,25,"subject to arbitration. Any claims or disputes arising from or relating to this agreement, any prior account agreement between us, or the advertising, the application for, or the denial, approval or establishment of your account are included. Claims or disputes are subject to arbitration, regardless of what theory they are based on or whether they seek legal or equitable remedies. Arbitration applies to any and all such claims or disputes, whether they arose in the past, may currently exist or may arise in the future. All such claims or disputes are referred to in this section as “Claims.”","subject arbitration . claim dispute arising relating agreement , prior account agreement u , advertising , application , denial , approval establishment account included . Claims dispute subject arbitration , regardless theory based whether seek legal equitable remedy . Arbitration applies claim dispute , whether arose past , may currently exist may arise future . claim dispute referred section “ Claims . ”","['dispute subject arbitration', 'subject arbitration claim', 'subject arbitration', 'arbitration claim dispute', 'claims dispute subject', 'arbitration applies claim', 'arbitration claim', 'subject arbitration regardless', 'arbitration applies', 'claim dispute arose']"
461,25,"The only exception to arbitration of Claims is that both you and we have the right to pursue a Claim in a small claims court instead of arbitration, if the Claim is in that ","exception arbitration Claims right pursue Claim small claim court instead arbitration , Claim","['exception arbitration claims', 'instead arbitration claim', 'arbitration claims right', 'arbitration claim', 'arbitration claims', 'court instead arbitration', 'exception arbitration', 'pursue claim small', 'claims right pursue', 'small claim court']"
462,25,court’s jurisdiction and proceeds on an individual basis. Can I (customer) cancel or opt out of this agreement to arbitrate?You have the right to opt out of this agreement to arbitrate if you tell us within sixty (60) days of opening your account. Requests to opt out of this agreement that ,court ’ jurisdiction proceeds individual basis . ( customer ) cancel opt agreement arbitrate ? right opt agreement arbitrate tell u within sixty ( 60 ) day opening account . Requests opt agreement,"['customer cancel opt', 'opt agreement arbitrate', 'cancel opt agreement', 'agreement arbitrate right', 'opt agreement', 'right opt agreement', 'agreement arbitrate', 'agreement arbitrate tell', 'requests opt agreement', 'customer cancel']"
463,25,"are made more than sixty (60) days after opening your account are invalid. If you already have pending litigation or arbitration against/with us when you open an account, any request to opt out of this arbitration clause will not apply to that litigation or arbitration. If you want to opt out, call us at 1-800-935-9935. Otherwise this agreement to arbitrate will apply without limitation, regardless of whether 1) your account is closed; 2) you pay us in full any outstanding debt you owe; or 3) you ﬁle for bankruptcy. Opting out of this agreement to arbitrate will not affect the other provisions of this agreement. If you validly opt out of this agreement to arbitrate, your decision to opt out will apply only to this arbitration agreement and not any other arbitration agreement. Return to Table of Contents","made sixty ( 60 ) day opening account invalid . already pending litigation arbitration against/with u open account , request opt arbitration clause apply litigation arbitration . want opt , call u 1-800-935-9935 . Otherwise agreement arbitrate apply without limitation , regardless whether 1 ) account closed ; 2 ) pay u full outstanding debt owe ; 3 ) ﬁle bankruptcy . Opting agreement arbitrate affect provision agreement . validly opt agreement arbitrate , decision opt apply arbitration agreement arbitration agreement . Return Table Contents","['arbitration open account', 'ﬁle bankruptcy opting', 'bankruptcy opting agreement', 'account closed pay', 'bankruptcy opting', 'owe ﬁle bankruptcy', 'ﬁle bankruptcy', 'arbitration want opt', 'opt apply arbitration', 'account closed']"
464,26,"2.  SEEK TO CONSOLIDATE IN ARBITRATION ANY CLAIMS INVOLVING DIFFERENT CLAIMANTS (EXCEPT FOR CLAIMANTS WHO ARE ON THE SAME ACCOUNT), UNLESS WE ","2 . SEEK CONSOLIDATE ARBITRATION CLAIMS INVOLVING DIFFERENT CLAIMANTS ( EXCEPT CLAIMANTS ACCOUNT ) , UNLESS","['consolidate arbitration claims', 'seek consolidate arbitration', 'arbitration claims involving', 'arbitration claims', 'consolidate arbitration', 'involving different claimants', 'claims involving', 'different claimants', 'different claimants claimants', 'claims involving different']"
465,26,AGREE;,AGREE ;,['agree']
466,26,"3. BE PART OF, OR BE REPRESENTED IN, ANY CLASS ACTION OR OTHER REPRESENTATIVE ACTION BROUGHT BY ANYONE ELSE; NOR","3 . PART , REPRESENTED , CLASS ACTION REPRESENTATIVE ACTION BROUGHT ANYONE ELSE ;","['represented class action', 'class action representative', 'representative action brought', 'action representative action', 'class action', 'representative action', 'action representative', 'represented class', 'action brought', 'action']"
467,26,"4.  SEEK ANY AWARD OR REMEDY IN ARBITRATION AGAINST OR ON BEHALF OF ANYONE WHO IS NOT A NAMED PARTY TO THE ARBITRATION, INCLUDING BUT NOT ","4 . SEEK AWARD REMEDY ARBITRATION BEHALF ANYONE NAMED PARTY ARBITRATION , INCLUDING","['remedy arbitration behalf', 'remedy arbitration', 'award remedy arbitration', 'arbitration behalf', 'party arbitration', 'party arbitration including', 'named party arbitration', 'arbitration including', 'arbitration behalf named', 'arbitration']"
468,26,LIMITED TO PUBLIC INJUNCTIVE RELIEF. Any question regarding the enforceability or interpretation of this section (“ What about class actions or representative actions?”) shall be decided by a ,LIMITED PUBLIC INJUNCTIVE RELIEF . question regarding enforceability interpretation section ( “ class action representative action ? ” ) shall decided,"['public injunctive relief', 'injunctive relief question', 'injunctive relief', 'section class action', 'limited public injunctive', 'class action representative', 'public injunctive', 'enforceability interpretation section', 'class action', 'regarding enforceability interpretation']"
469,26,court and not the arbitrator. If a court determines that any of the terms of this section are legally unenforceable for any reason with respect to a Claim or request for ,court arbitrator . court determines term section legally unenforceable reason respect Claim request,"['court arbitrator court', 'arbitrator court determines', 'arbitrator court', 'court arbitrator', 'term section legally', 'court determines term', 'respect claim request', 'section legally unenforceable', 'arbitrator', 'court determines']"
470,26,"relief sought in connection with a Claim, then you and we agree that the arbitration and litigation shall proceed as follows: (1) all Claims or requests for relief for which ","relief sought connection Claim , agree arbitration litigation shall proceed follows : ( 1 ) Claims request relief","['claims request relief', 'sought connection claim', 'claim agree arbitration', 'relief sought', 'relief sought connection', 'arbitration litigation shall', 'agree arbitration litigation', 'arbitration litigation', 'litigation shall proceed', 'request relief']"
